OBJECTID,F_Name,F_Type,Street,Town,OwnerTyp,P_Ground,B_Field,S_Field,F_Field,M_Field,B_Court,T_Court,V_Court,Track,SkatPark,IH_Rink,SH_Rink,Golf,Fishing,Boating,Hunting,Trails,Beach,Pool,RestRoom,W_Path,B_Path,SplashPark,PickBall,Shelter,CommGard,Stage,Dog,TabGame,Camping,Fitness,GrantFund,POINT_X,POINT_Y,DEMID,StateBond,LWCF,GlobalID,RIEJ,Justice40,x,y
84,Kennedy School,SC,Lake Erie,Middletown,SCH,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.29987265,41.52320022,Not Applicable,N,N,{C9FB6026-B5FE-4256-8EA2-15196768A346},Y,Y,382885.723213334,160336.134240583
85,DAR Memorial Park,LP,Battery,Jamestown,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.39479116,41.48043774,Not Applicable,N,N,{3DBDAED6-ACA7-488D-BDC8-153A753B2A75},N,N,356912.421813585,144708.468645588
86,Freedom Green Park,LP,North Broadway,East Providence,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.35998916,41.83300725,20017044,Y,N,{B153E2D7-0BB3-4343-AAE7-156ABD43EB0E},Y,Y,366240.121990167,273194.413444839
87,Knowlesway Extension,LP,Knowlesway,Narragansett,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.49397234,41.38919877,958012,Y,N,{46096A12-BCB4-4E07-89AE-15A6C4CF54C9},N,N,329737.333447333,111445.822900668
88,Alton Pond Landing,FB,Alton Bradford,Hopkinton,STA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.72243714,41.43810936,9600,?,N,{BF161CB9-BBD4-43CF-8C83-1626AF7CFF5C},N,N,267091.951520503,129345.833688505
89,Harriet & Sayles Park,LP,Sayles,Providence,MUN,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.41180652,41.80259776,885012,Y,N,{409B16FC-11B6-489F-BE40-165F488CDB6B},Y,Y,352129.844764583,262094.466156587
90,Round Top,MA,Round Top,Burrillville,STA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.69934659,42.00394004,5113,?,N,{9A20E18D-2E7B-4200-9773-16994F66C8A7},N,N,273900.703322917,335515.23598142
91,Duchess St. Field,LP,Duchess,Warwick,MUN,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.474919,41.69241415,"4400127,104",Y,Y,{F812C382-C93C-4872-AF8A-169AA3226B5C},N,N,334933.529091667,221932.81747742
92,Scarborough State Beach,SP,Ocean,Narragansett,STA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,N,-71.4726791,41.38970208,7075,?,N,{112F1621-BA53-4A07-88FB-169C1B4DC18D},N,N,335580.177732751,111630.341232419
93,Hedley Ave Tot Lot,LP,Hedley Ave,Johnston,MUN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.46801657,41.83044779,20014019,Y,N,{169E3EA0-F59E-477B-BBB7-16A0B83019F1},N,N,336800.041762833,272232.272980668
94,Memorial Blvd Parks,LP,Memorial,Newport,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.30618793,41.48356322,Not Applicable,N,N,{7A265C7C-F143-4CE9-B10E-1745B2D0F541},N,N,381188.735793669,145889.290430918
95,Washington Secondary Bikepath,LP,Depot,Cranston,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,N,-71.44331982,41.80142462,Not Applicable,N,N,{85DC0A6E-C8C2-4F83-A351-17CE1F218D23},Y,Y,343537.825859416,261659.733758338
96,Briggs/Boesch Farm,CA,South,East Greenwich,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.50762223,41.6048046,2013-10-05,Y,N,{983D1E4A-249C-4FED-9F01-17EBEAF8FBDF},N,N,325998.705754001,190008.016497754
97,Wilbour Woods,LP,Swamp,Little Compton,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.17334324,41.48974468,Not Applicable,N,N,{D19E36E2-4EDD-4C0E-A886-17EF0CCC2072},N,N,417580.328036584,148251.195155919
98,Rose Nulman Memorial Park,LP,Ocean,Narragansett,PRV,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.48123209,41.3626555,Not Applicable,N,N,{35E5EC20-CD87-4D0D-B1E9-182E668E0AC5},N,N,333235.373039167,101774.727741584
99,Green Hill Park,LP,Maple,South Kingstown,MUN,1,1,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.6041994,41.37805785,Not Applicable,N,N,{DEEE63E4-7277-4256-B2A7-18ABB0A0FF50},N,N,299485.9575985,107403.523242503
100,Blackstone Bikeway,SP,Lower River,Lincoln,STA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,N,-71.4343299,41.93764161,7025,?,N,{BC3C0B13-D06E-4756-ADC4-191A4ACA6921},N,N,345951.054628752,311299.272930503
101,Bayview Playground,LP,Hooper,Tiverton,MUN,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.19280863,41.66965736,Not Applicable,N,N,{5E3D9C71-0F19-4050-810A-1929BD21F0B9},N,N,412013.947109003,213789.051940836
102,Mechanic St,FB,Mechanic,Hopkinton,STA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.71673354,41.50318705,6030,?,N,{6AD62349-9DC4-4ED6-BC7F-192B312BBC0D},N,N,268715.25831325,153054.700312667
103,West Kingston Park,LP,Kingstown,South Kingstown,MUN,1,0,2,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Y,-71.56821509,41.48808856,"917012,2018-40-11",Y,N,{A46AA867-CEA2-4414-AA70-1956CD15C723},N,N,309393.389227167,147486.095964335
104,Boys And Girls Club,LP,Martin,Cumberland,NGO,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.42314562,41.9294307,Not Applicable,N,N,{6D1DF13C-18AB-4FD7-B73E-1956FFF68DE5},N,N,348996.791975584,308309.695576333
105,Richardson Park,LP,Ocean,Providence,MUN,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.40926733,41.797964,"4400216,917024",Y,Y,{4F779A19-004D-4704-815E-19A349018B32},Y,Y,352823.952628333,260406.652931169
106,Oakland Forest,CA,Oakland Farm,Portsmouth,NGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.26147032,41.55591511,992005,Y,N,{7625CB16-74DC-44E9-BA07-19D60C1C80DF},N,N,393368.821997751,172283.527668588
107,Onna Moniz-John Park / Central Ave Playground,LP,Central,East Providence,MUN,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.36849431,41.82313275,"4400248,2016-40-05,2013-70-11",Y,Y,{86E54039-0376-4379-B988-19D962120DD3},Y,N,363927.742756668,269592.485937417
108,Pleasant St. Park,LP,Pleasant,Providence,MUN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.4079841,41.83946628,Not Applicable,N,N,{C3D040D5-51B1-4C51-B1E1-1A452437E6F0},Y,Y,353157.662918918,275530.421568088
109,Atwood Ave. Field,LP,Randall,Cranston,MUN,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.47124887,41.78388617,4400122,N,Y,{6C27E010-A213-4B35-9407-1B14F7606C4B},Y,Y,335924.79121675,255264.985393003
110,Stephen Olney Park,LP,Smithfield,North Providence,MUN,2,4,0,0,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Y,-71.45349281,41.85542754,"4400216,2006-50-06,987025,887055,887056",Y,Y,{50C37554-270B-4F07-AAF7-1B4CE2593B32},N,N,340753.390483417,281336.718682505
111,Fogland Boat Launch,FB,Fogland,Tiverton,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.21348812,41.55488291,Not Applicable,N,N,{5345A791-9D78-4CE0-8F1C-1C8DEFF573B4},N,N,406502.791136585,171947.328865923
112,Heritage Park,CA,Chestnut Oak,Glocester,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.62888628,41.89097753,4400022,N,Y,{B33792A7-0D1B-4472-883F-1D4073D93D03},N,N,292990.004383083,294314.152373254
113,Charlestown Breachway Campground,SP,Charlestown Beach,Charlestown,STA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,N,-71.63808469,41.35821598,7072,?,N,{C474BA4E-DC05-4690-9E3F-1DCB4A805DA8},N,N,290171.021504,99894.8400971666
114,Costa Park,LP,Olo,Woonsocket,MUN,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.52381104,42.00065905,"4400290,905001",Y,Y,{1D51F412-A2EA-402C-88CB-1DF9DE9A5F64},Y,Y,321611.1338205,334257.434363171
115,Berkeley Park,LP,Polo,Pawtucket,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.36744643,41.8673236,4400082,N,Y,{8917ACC4-61E8-4BBC-A2C1-1E36B10D27CC},Y,Y,364188.509623583,285696.108257666
116,Sakonnet Harbor Beach,LP,Sakonnet Point,Little Compton,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.19320615,41.46371863,Not Applicable,N,N,{11357E96-66FA-4A0D-B090-1EC66AED42A9},N,N,412171.937606666,138747.945461668
117,Grassy Plain Park,LP,Tanglewood,East Providence,MUN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.33298002,41.76831439,4400144,N,Y,{6CB1AA4F-080F-43B1-96AD-1F173D15E6CC},N,N,373646.660326667,249633.609188586
118,Nonquit Pond Fishing Access,FB,Pond Bridge,Tiverton,UTL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.19737003,41.55335611,Not Applicable,N,N,{05CF332D-5F4C-4CE1-BA8A-1F4305596171},N,N,410916.332506336,171406.033032499
119,Beaver River Road Playground,LP,Beaver River,Richmond,MUN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.62875066,41.48749445,917010,Y,N,{25B919D9-AA2B-41FA-AD1D-1F8B84DD3C80},N,N,292807.194053169,147288.502199419
120,Willow Field,LP,Willow,Smithfield,MUN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.53623906,41.87457105,4400085,N,Y,{605A7B80-5041-487B-B252-1FC0AB20255E},N,N,318213.590418752,288311.307095505
121,Halliwell School Playground,SC,Victory Highway,North Smithfield,SCH,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.56847608,42.00187135,Not Applicable,N,N,{90B30845-3632-4E9A-85C2-1FE4CD4F41F0},N,N,309470.857904252,334705.750395671
122,Woonasquatucket Reservoir,FB,Farnum Pike,Smithfield,STA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.54101704,41.90761051,5116,?,N,{E148D162-175C-4974-BD19-203799D52D90},N,N,316918.055936333,300351.594366588
123,Pleasant St Boat Launch,FB,Pleasant,North Kingstown,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.44779227,41.57684173,Not Applicable,N,N,{60E64089-D590-4EDD-8E66-209D8055687E},N,N,342367.954511501,179823.006684087
124,North Kingstown High School,SC,Fairway,North Kingstown,SCH,0,2,3,1,3,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.44660868,41.55709243,Not Applicable,N,N,{BBD9392F-368D-44ED-8137-22406721F945},N,N,342696.247818168,172626.891811252
125,Prete-Metcalf Field,LP,Charles,Providence,MUN,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.42098093,41.8495148,Not Applicable,N,N,{07925DF6-2DAA-40FC-9625-227EC3E4449D},Y,Y,349612.659182169,279188.585511588
126,Waterman School,SC,Mapleton,Cranston,SCH,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.43938253,41.76632966,Not Applicable,N,N,{AD98B493-02D4-4C5C-A86B-22BA645621BE},N,N,344620.387342583,248871.972260423
127,South County Bike Path,LP,Main,South Kingstown,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,N,-71.49883057,41.43936569,Not Applicable,N,N,{D2D1A02D-DBB6-43C1-90FE-22BC0C1FCFB2},N,N,328403.978830583,129725.258454584
128,Mayfield Ave. Field,LP,Pontiac,Cranston,MUN,11,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.46220355,41.73603174,Not Applicable,N,N,{BEFBBC26-A296-479A-94A6-22EB5D403A1D},Y,N,338399.433577169,237828.007471755
129,Exeter / West Greenwich Jr-Sr High,SC,Nooseneck Hill,West Greenwich,SCH,0,2,2,1,3,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.63713366,41.60582734,20014012.2006-70-06,Y,N,{6A829A09-0978-419B-B383-234FD545A942},N,N,290578.797919419,190410.399223171
130,Beachmont / Hayes Field,LP,Calvin,Cranston,MUN,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.40733039,41.77517449,4400122,N,Y,{CE3CBC65-16EC-4770-AD64-237C1DD3CE8D},Y,N,353361.059821833,252102.785680667
131,Meeting Street Field,AF,Haswell,Providence,MUN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.40447728,41.80236084,2006-70-27,Y,N,{8B9FBF2B-CCDD-473E-A746-23C0ED61CC24},Y,Y,354128.303366084,262010.267506085
132,Beavertail State Park,SP,Beavertail,Jamestown,STA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,N,-71.39702944,41.45677614,7014,?,N,{91BF4F1C-E4D2-46E2-91B0-23D2B2A9717A},N,N,356309.355434418,136085.992452256
133,Bristol Harbor Boardwalk,LP,Thames,Bristol,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Y,-71.27929047,41.67118907,2016-70-09,Y,N,{D8529B47-F7D3-4DCC-9027-23DCE252ADB2},N,N,388383.992400501,214274.823935166
134,Deep Pond,FB,Deep Pond,Exeter,STA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.71777127,41.56175716,6125,?,N,{3519EB90-C896-4E16-8BFF-23EE9E2743A8},N,N,268484.785020918,174397.262286253
135,Bradford Elementary School,LP,Penny,Westerly,MUN,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.74559219,41.3975898,4400261,N,Y,{25280CEE-9326-4D58-BA82-240ABAE2C4EC},N,N,260701.05780625,114598.720794335
136,Freebody Park,LP,Middleton,Newport,MUN,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.30499357,41.48192315,"4400106,2011-70-23,603",Y,Y,{BBCD0C13-D21F-471A-A1EA-24401DD5D91C},N,N,381517.343076084,145292.41957742
137,Breakhart Pond,FB,Austin Farm,Exeter,STA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.70377555,41.5957219,6115,?,N,{21446FBC-47E7-49A9-95FD-244B3EE13B20},N,N,272344.278942335,186764.127316251
138,Bridgepoint Commons,CA,Bridgepoint,Narragansett,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.4448299,41.45337581,"4400163,887074",Y,Y,{7D390211-6CAE-4E3A-89B9-2482DF0C1A29},N,N,343207.206441917,134835.021857083
139,Washington Grove,SP,Washington,Smithfield,STA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.53817926,41.91281288,5091,?,N,{7EEA9796-199F-4284-9A3A-249B2B009E74},N,N,317691.3739435,302247.008882836
140,Ashton School,SC,Scott,Cumberland,MUN,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.42746977,41.9469985,Not Applicable,N,N,{49E017BA-B57F-4FE5-8D6A-24F096306518},N,N,347814.695914585,314710.495766833
141,Hargrave Park,LP,Columbia Heights,Charlestown,MUN,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.63615609,41.44275241,Not Applicable,N,N,{9F234258-A5BD-441B-AC98-254C9170821B},N,N,290752.542322583,130988.650284752
142,Notte Memorial Park / Camp Meehan,LP,Douglas,North Providence,MUN,0,1,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,Y,-71.46275956,41.8715035,"4400225,2011-70-13,2013-70-21,2016-70-04",Y,Y,{1BF1243F-BFD9-49A5-A1E4-257B89FE312E},N,N,338226.288910333,287193.599357173
143,Ryan Park,LP,Oak Hill,North Kingstown,MUN,0,4,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.47585441,41.55818444,4400053,N,Y,{04D0CBF0-310F-421C-97E6-269D60B11BEA},N,N,334691.738564752,173021.209264085
144,Lippitt School,SC,Almy,Warwick,SCH,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.42203014,41.70706491,Not Applicable,N,N,{4370575A-E157-4D69-BCD1-26A272EBE99E},N,N,349373.8578225,227280.06990625
145,Jamestown Town Golf Course,AF,Conanicus,Jamestown,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.37047713,41.50491431,Not Applicable,N,N,{B333DC60-76F7-4406-B9AD-26D3A11FFBED},N,N,363561.5420455,153636.244097084
146,Academy Field,LP,Church,East Greenwich,MUN,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.45299093,41.66098433,"4400281,2013-40-7,2022-40-06",Y,Y,{A1E7DD97-E570-4935-A352-273B65DE4531},N,N,340928.836982917,210482.606782086
147,Coventry Focal Point,LP,Tiogue,Coventry,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.56047015,41.68325205,Not Applicable,N,N,{EF76CD17-6672-4060-8646-28A34A33C02A},N,N,311565.206733916,218599.030181751
148,Collyer Park,LP,Collyer,Providence,MUN,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.40506188,41.85298983,Not Applicable,N,N,{5D357849-48D8-4750-A10A-28AD9C8BF019},N,N,353948.520261083,280459.283429503
149,Knightsville Park,LP,Cranston,Cranston,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.46519837,41.7823389,2022-70-09,N,N,{FF7CAFA5-91F0-4564-8116-28FA0AD0FEF8},N,N,337575.206879169,254701.773264833
150,Nayatt School,SC,Nayatt,Barrington,SCH,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.30706734,41.73025596,Not Applicable,N,N,{43838564-2743-4D6B-B75E-2915BE11FD06},N,N,380746.78031275,235780.101462588
151,Slater School Playground,SC,Mineral Spring,Pawtucket,SCH,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.40139141,41.87454493,Not Applicable,N,N,{5A44AA1F-3015-44DD-948D-2954FE55AE5B},Y,Y,354939.491048168,288315.130250588
152,Feurer Park,LP,Lafayette,North Kingstown,MUN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.49106439,41.57456586,Not Applicable,N,N,{1F6FAF1B-3BD0-4C0D-96CD-29640DFC33F6},N,N,330528.302337833,178989.525083333
153,Portsmouth Middle School,SC,Jepson,Portsmouth,SCH,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.28698171,41.5555364,Not Applicable,N,N,{F2AB9A29-9C5F-4647-B029-29724DAF8BDE},N,N,386386.697510585,172127.281261921
154,Founder's Grove,LP,Boyds,Portsmouth,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.24291602,41.62847075,Not Applicable,N,N,{961A3379-37D0-41F8-9C95-298292C7F21D},N,N,398368.380896252,198736.293332502
155,Doric Ave Field,LP,Doric,Cranston,MUN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.45282198,41.78539747,"4400122,917015",Y,Y,{A06102EB-2DCA-414F-8788-29CDBE999519},N,N,347204.050482333,250460.462521754
156,Jos. A. Langworthy Memorial Park,LP,Locustville Road,Hopkinton,MUN,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.71501938,41.50997955,"4400154,2018-70-03,2013-40-9,2016-70-02",Y,Y,{B998050A-FA9C-4DA4-B35C-29D41F26AD4E},N,N,269190.961758167,155528.578238919
157,Scituate Jr.-Sr. High School,SC,Rockland,Scituate,SCH,0,0,1,1,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.61897724,41.82462196,Not Applicable,N,N,{B1DA7172-FFC2-43F1-AB7D-2A88B833D8A3},N,N,295654.544657666,270130.174494587
158,St Ann's Plaza,LP,Charles,Providence,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.42042743,41.85160036,Not Applicable,N,N,{8E431B36-724B-4A02-8C1A-2AF6ADBA9401},Y,Y,349762.760588001,279948.70308584
159,"St Gregory 
St Gregory Field",LP,Larchwood,Warwick,Municipal,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.46806477,41.68238115,Not Applicable,N,N,{5D059A32-3F2B-4E22-BD3B-2B009766F645},N,N,336806.932825167,218277.503265753
160,M.E. Sharpe Memorial Park,LP,Benefit St,Providence,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.40812108,41.82956203,Not Applicable,N,N,{8A204118-8011-44BB-BC06-2B62C65A49D2},Y,Y,353124.196450416,271921.272946499
161,Mt Hope Park,LP,Bay View,Portsmouth,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,2020-40-12,Y,N,{665683F4-F056-49EE-815F-2B67B4CE2E51},N,N,395665.004413251,201966.909902751
162,Lake Washington,FB,Lake Washington,Glocester,STA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.75835699,41.9173022,5111,?,N,{E8217A32-F111-403F-8A41-2B6F23C002D5},N,N,257766.413741168,303986.538540252
163,Devil's Foot Rock,CA,Post,North Kingstown,STA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.45646622,41.6026252,7080,?,N,{27454CD4-ADC8-4706-AF1C-2B9236AABC5D},N,N,339989.927771501,189216.787109084
164,Glen Farm Recreation Area,LP,Linden,Portsmouth,MUN,0,2,10,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.25047597,41.55488859,Not Applicable,N,N,{5084D41C-1170-4173-A021-2BD16DE47EBD},N,N,396379.054494336,171917.983124085
165,River Road Kayak Launch,FB,River Road,Providence,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.37890388,41.83521142,2018-40-09,Y,N,{05E7A19E-7DE5-49C1-94D5-2BE83147A9B6},Y,N,361084.209729835,273989.779964335
